"","domain","tote_seite","catkey","category"
"3798","www.altebrauerei-annaberg.de",NA,"N04100","N"
"3799","www.altekirchen.de",NA,"N08100","N"
"3800","www.altenceller-vorstadt.de",NA,"N01200","N"
"3801","www.altenvoerder-sv.de",NA,"N01200","N"
"3802","www.altenzentrum-sanktstephan.de",NA,"N10100","N"
"3803","www.altesgut.de",NA,"N04100","N"
"3804","www.altglienicke24.de",NA,"N06100","N"
"3805","www.altonanord.de",NA,"N06100","N"
"3806","www.altstadtherbst.de",NA,"N08100","N"
"3807","www.alzheimer-hamburg.de",NA,"N08100","N"
"3808","www.ama-optik.de",NA,"N11100","N"
"3809","www.amateurfunk-im-alstertal.de",NA,"N01300","N"
"3810","www.amateurrennsport.de",NA,"N01200","N"
"3811","www.ambiente-wohndesign.de",NA,"N11100","N"
"3812","www.ambrosius-ostbevern.de",NA,"N10100","N"
"3813","www.amdalliance.de",NA,"N08100","N"
"3814","www.amerikazentrum.de",NA,"N01100","N"
"3815","www.amiciketz.de",NA,"N01100","N"
"3816","www.amicitia-mannheim.de",NA,"N01200","N"
"3817","www.amnesty-bremen.de",NA,"N08100","N"
"3818","www.amnesty-mainz.de",NA,"N08100","N"
"3819","www.amnesty.de",NA,"N08100","N"
"3820","www.amz-si.de",NA,"N11100","N"
"3821","www.andernacher-tennisclub.de",NA,"N01200","N"
"3822","www.andheri.de",NA,"N08100","N"
"3823","www.angaria.de",NA,"N01200","N"
"3824","www.angelfreund.eu",NA,"N01200","N"
"3825","www.angelfreunde-kroev.de",NA,"N01200","N"
"3826","www.angelsportverein-dortmund.de",NA,"N01200","N"
"3827","www.angelsportverein-kleve.de",NA,"N01200","N"
"3828","www.angelverein-kelbra.de",NA,"N01200","N"
"3829","www.angelverein-koelleda.de",NA,"N01200","N"
"3830","www.angelverein-lauterberg.de",NA,"N01200","N"
"3831","www.angelverein-otterndorf.de",NA,"N01200","N"
"3832","www.anglers-treff.de",NA,"N01200","N"
"3833","www.anglerverein-achim.de",NA,"N01200","N"
"3834","www.anglerverein-eisvogel.de",NA,"N01200","N"
"3835","www.anglerverein-fruehauf.de",NA,"N01200","N"
"3836","www.anglerverein-lubowsee.de",NA,"N01200","N"
"3837","www.anker-leipzig.de",NA,"N08100","N"
"3838","www.anklamer-basketball-club.de",NA,"N01200","N"
"3839","www.anklamer-ruderklub.de",NA,"N01200","N"
"3840","www.anlagenhygiene.de",NA,"N11100","N"
"3841","www.annaberg.de",NA,"N01300","N"
"3842","www.annakirche.de",NA,"N10100","N"
"3843","www.anonyme-spieler.org",NA,"N08100","N"
"3844","www.anskar-west.de",NA,"N10100","N"
"3845","www.antikriegshaus.de",NA,"N01100","N"
"3846","www.antonius-gilde.de",NA,"N01200","N"
"3847","www.antonius-wuppertal.de",NA,"N10100","N"
"3848","www.anubias-aquarien.eu",NA,"N01100","N"
"3849","www.aow.mynetcologne.de",NA,"N01100","N"
"3850","www.aphex.org",NA,"N01200","N"
"3851","www.apostel-harburg.de",NA,"N10100","N"
"3852","www.aquanautic-tauchsport.de",NA,"N01200","N"
"3853","www.aquarienfreunde-langelsheim.de",NA,"N01100","N"
"3854","www.aquarienfreunde-weyhe.de",NA,"N01100","N"
"3855","www.aquarienverein-soest.de",NA,"N01100","N"
"3856","www.arbeit-und-leben.de",NA,"N07300","N"
"3857","www.arbeitskreis-lernforschung.de",NA,"N02300","N"
"3858","www.arbeitskreis-phoenix.de",NA,"N08100","N"
"3859","www.arbeitsmedizin-remscheid.de",NA,"N11100","N"
"3860","www.arcade-ekg.de",NA,"N11100","N"
"3861","www.arche-deutschland.de",NA,"N08100","N"
"3862","www.arenaoberschleems.de",NA,"N01200","N"
"3863","www.argekrebsnw.de",NA,"N03400","N"
"3864","www.arhoena.de",NA,"N01200","N"
"3865","www.aric.de",NA,"N08100","N"
"3866","www.ariston.de",NA,"N11100","N"
"3867","www.arka-kulturwerkstatt.de",NA,"N01100","N"
"3868","www.arminia-klosterhardt.de",NA,"N01200","N"
"3869","www.arminiahannover.de",NA,"N01200","N"
"3870","www.armino-hercynia.de",NA,"N01300","N"
"3871","www.arnsberg-info.de",NA,"N02300","N"
"3872","www.ars-digitalis.de",NA,"N08100","N"
"3873","www.art-real.de",NA,"N01100","N"
"3874","www.artur-becker.de",NA,"N01200","N"
"3875","www.arv-hanseat.de",NA,"N01200","N"
"3876","www.arv-kiel.de",NA,"N01200","N"
"3877","www.asb-bonn-rsk.de",NA,"N08100","N"
"3878","www.asb-kh.de",NA,"N08100","N"
"3879","www.asb-regionalverband.de",NA,"N08100","N"
"3880","www.asb-rhein-neckar.de",NA,"N08100","N"
"3881","www.asbh-hamburg.de",NA,"N04100","N"
"3882","www.asc-geretsried.de",NA,"N01200","N"
"3883","www.asc-krefeld.de",NA,"N01200","N"
"3884","www.asc-potsdam.de",NA,"N01300","N"
"3885","www.asc-tigers.de",NA,"N01200","N"
"3886","www.asc-zander-ev-neuwied.de",NA,"N01200","N"
"3887","www.asc09.de",NA,"N01200","N"
"3888","www.asccelle.com",NA,"N01300","N"
"3889","www.asg-bildungsforum.de",NA,"N08100","N"
"3890","www.asg-elsdorf-tennis.de",NA,"N01200","N"
"3891","www.asg-elsdorf.de",NA,"N01200","N"
"3892","www.asilclub.org",NA,"N01200","N"
"3893","www.asj-bremen.de",NA,"N08100","N"
"3894","www.asj-hh-bergedorf-rothenburgsort.de",NA,"N04100","N"
"3895","www.asp-eimsbuettel.de",NA,"N01300","N"
"3896","www.asta-detmold.de",NA,"N01300","N"
"3897","www.asta-uni-vechta.de",NA,"N01300","N"
"3898","www.astafu.de",NA,"N01300","N"
"3899","www.astaonline.de",NA,"N01300","N"
"3900","www.astro-rock.de",NA,"N02400","N"
"3901","www.asum-berlin.de",NA,"N06200","N"
"3902","www.asv-1920hockenheim.de",NA,"N01200","N"
"3903","www.asv-asslar.de",NA,"N01200","N"
"3904","www.asv-braunschweig.de",NA,"N01200","N"
"3905","www.asv-dalbke.de",NA,"N01200","N"
"3906","www.asv-duisburg.de",NA,"N01200","N"
"3907","www.asv-eschenburg.de",NA,"N01200","N"
"3908","www.asv-hamm.de",NA,"N01200","N"
"3909","www.asv-heimbach.de",NA,"N01200","N"
"3910","www.asv-hillerse.de",NA,"N01200","N"
"3911","www.asv-hirzweiler.jimdo.com",NA,"N01200","N"
"3912","www.asv-kiel.de",NA,"N01200","N"
"3913","www.asv-koenen.de",NA,"N01200","N"
"3914","www.asv-lank.de",NA,"N01200","N"
"3915","www.asv-sangerhausen.de",NA,"N01200","N"
"3916","www.asv08.de",NA,"N01200","N"
"3917","www.asvibbenbueren.de",NA,"N01200","N"
"3918","www.asvloehne.de",NA,"N01200","N"
"3919","www.asvpfungstadt.de",NA,"N01200","N"
"3920","www.athenae-gottingenses.de",NA,"N01300","N"
"3921","www.atlantis-tierhilfe.net",NA,"N05200","N"
"3922","www.atsv-sebaldsbrueck.de",NA,"N01200","N"
"3923","www.atsv-wurzen.de",NA,"N01200","N"
"3924","www.atsv.de",NA,"N01200","N"
"3925","www.atu-ev.de",NA,"N09100","N"
"3926","www.atv-1845.de",NA,"N01200","N"
"3927","www.atv-aachen.de",NA,"N01200","N"
"3928","www.atv-hannover.de",NA,"N01300","N"
"3929","www.atv-koeln.de",NA,"N01200","N"
"3930","www.atv-westmark.de",NA,"N01200","N"
"3931","www.atvgeilenkirchen.de",NA,"N01200","N"
"3932","www.atvzuberlin.de",NA,"N01200","N"
"3933","www.au-pair.de",NA,"N04100","N"
"3934","www.aufgehtsunna.de",NA,"N01200","N"
"3935","www.augustiner.de",NA,"N08100","N"
"3936","www.augustinum.de",NA,"N08100","N"
"3937","www.aupair-kiel-vij.de",NA,"N04100","N"
"3938","www.aurelia-ilvesheim.de",NA,"N01100","N"
"3939","www.aurich-lamberti.de",NA,"N10100","N"
"3940","www.aus-marl.de",NA,"N08100","N"
"3941","www.auslandsjuristen.de",NA,"N07200","N"
"3942","www.auswaertiges-amt.de",NA,"N11100","N"
"3943","www.autismus-goettingen.de",NA,"N04100","N"
"3944","www.autismus.de",NA,"N08100","N"
"3945","www.autodrom.de",NA,"N11100","N"
"3946","www.autohaus-horst.de",NA,"N01100","N"
"3947","www.autoimmun.org",NA,"N08100","N"
"3948","www.autoteile-klostermann.de",NA,"N10100","N"
"3949","www.av-forelle.de",NA,"N01200","N"
"3950","www.av-germania.com",NA,"N01200","N"
"3951","www.av-heide.de",NA,"N01200","N"
"3952","www.av-krakow.de",NA,"N01200","N"
"3953","www.av-kristall.de",NA,"N01300","N"
"3954","www.av-rheinstein.de",NA,"N06200","N"
"3955","www.av-wolmirstedt.de",NA,"N01200","N"
"3956","www.avb-brb.de",NA,"N08100","N"
"3957","www.avcheruscia.de",NA,"N01300","N"
"3958","www.aventerra.de",NA,"N02300","N"
"3959","www.awo-aachen-land.de",NA,"N04100","N"
"3960","www.awo-badsalzdetfurth.de",NA,"N04100","N"
"3961","www.awo-bremerhaven.de",NA,"N08100","N"
"3962","www.awo-diekholzen.de",NA,"N08100","N"
"3963","www.awo-duesseldorf.de",NA,"N08100","N"
"3964","www.awo-elsdorf.de",NA,"N04100","N"
"3965","www.awo-jugendreisen.de",NA,"N04100","N"
"3966","www.awo-kv-bernau.de",NA,"N04100","N"
"3967","www.awo-pflege.de",NA,"N08100","N"
"3968","www.awo-prignitz.de",NA,"N04100","N"
"3969","www.awo-rbk.de",NA,"N04100","N"
"3970","www.awo-rheinlandstiftung.de",NA,"N08100","N"
"3971","www.awo-trier-saarburg.de",NA,"N08100","N"
"3972","www.awovogtland.de",NA,"N04100","N"
"3973","www.awt-feedadditives.de",NA,"N05200","N"
"3974","www.awv09.de",NA,"N01200","N"
"3975","www.axel-kampmann-fonds.de",NA,"N04100","N"
"3976","www.azeh.com",NA,"N08100","N"
"3977","www.baanthai.de",NA,"N11100","N"
"3978","www.babelsberg03.de",NA,"N01200","N"
"3979","www.bach-chor-bonn.de",NA,"N01100","N"
"3980","www.bachchor.de",NA,"N01100","N"
"3981","www.backstage.org",NA,"N01300","N"
"3982","www.bad-fredeburg.de",NA,"N01300","N"
"3983","www.bad-rothenfelde.de",NA,"N01300","N"
"3984","www.badensdreamteam.de",NA,"N01300","N"
"3985","www.badminton-goehren.de",NA,"N01200","N"
"3986","www.badminton-verband-berlin.de",NA,"N01200","N"
"3987","www.bads.de",NA,"N08100","N"
"3988","www.badsodenfussball.de",NA,"N01200","N"
"3989","www.baeko-duesseldorf.de",NA,"N11100","N"
"3990","www.baeko-fulda-lahn.de",NA,"N11100","N"
"3991","www.baeko-hansa.de",NA,"N11100","N"
"3992","www.baeko-rhein-mosel.de",NA,"N11100","N"
"3993","www.baeko-sued-west.de",NA,"N11100","N"
"3994","www.baeko-weser-ems.de",NA,"N11100","N"
"3995","www.baeko-zentrale-sued.de",NA,"N11100","N"
"3996","www.baeko.de",NA,"N11100","N"
"3997","www.baer.de",NA,"N11100","N"
"3998","www.bafev.de",NA,"N04100","N"
"3999","www.baff-hamburg.de",NA,"N01300","N"
"4000","www.bag-tl.de",NA,"N08100","N"
"4001","www.bag-wohnungslosenhilfe.de",NA,"N08100","N"
"4002","www.bagcbf.de",NA,NA,"K"
"4003","www.bagh.de",NA,"N08100","N"
"4004","www.bagkjs.de",NA,"N10100","N"
"4005","www.bahnhof-wolbeck.de",NA,"N08100","N"
"4006","www.ballettfreundehamburg.de",NA,"N01300","N"
"4007","www.ballon-reise.de",NA,"N01200","N"
"4008","www.ballonteam-am-wiehengebirge.de",NA,"N01200","N"
"4009","www.ballonteam-luftschloss.de",NA,"N01200","N"
"4010","www.ballsport-osnabrueck.de",NA,"N01200","N"
"4011","www.balsaflieger.de",NA,"N01300","N"
"4012","www.baltia.de",NA,"N01300","N"
"4013","www.baltic-bandits.de",NA,"N01200","N"
"4014","www.bamaka.de",NA,"N11100","N"
"4015","www.bamenohl.de",NA,"N01200","N"
"4016","www.bamh.de",NA,"N10100","N"
"4017","www.bands-bielefeld.de",NA,"N01100","N"
"4018","www.baptisten-halle.de",NA,"N10100","N"
"4019","www.baptisten-leer.de",NA,"N10100","N"
"4020","www.baptisten-osnabrueck.de",NA,"N10100","N"
"4021","www.bargteheide.dlrg.de",NA,"N04200","N"
"4022","www.barmbek-uhlenhorst.de",NA,"N01200","N"
"4023","www.barspage.de",NA,"N01200","N"
"4024","www.bartzsch.de",NA,"N07200","N"
"4025","www.basecamp-prenzlau.de",NA,"N10100","N"
"4026","www.basketball-lintfort.de",NA,"N01200","N"
"4027","www.basketballverband-sachsen.de",NA,"N01200","N"
"4028","www.basys-ballonsysteme.de",NA,"N01200","N"
"4029","www.bat-bgl.de",NA,"N01200","N"
"4030","www.bat-witzenhausen.de",NA,"N05200","N"
"4031","www.bau-bildung.de",NA,"N08100","N"
"4032","www.bauamt-heidelberg.de",NA,"N10100","N"
"4033","www.bauernverband-demmin.de",NA,"N08100","N"
"4034","www.bauerpower.de",NA,"N05200","N"
"4035","www.bavaria-bonn.de",NA,"N01300","N"
"4036","www.bayer.de",NA,"N01200","N"
"4037","www.baz-do.de",NA,"N11100","N"
"4038","www.bbc-herne.de",NA,"N01200","N"
"4039","www.bbh.de",NA,"N07200","N"
"4040","www.bbk-bremen.de",NA,"N11100","N"
"4041","www.bbv-inside.de",NA,"N01200","N"
"4042","www.bbv-mannheim.de",NA,"N01300","N"
"4043","www.bbz-lebensart.de",NA,"N04100","N"
"4044","www.bc-borsigwalde.de",NA,"N01300","N"
"4045","www.bc-elm.de",NA,"N01200","N"
"4046","www.bc-foerde-flensburg.de",NA,"N01200","N"
"4047","www.bc-schalke.de",NA,"N01200","N"
"4048","www.bca2005.de",NA,"N01300","N"
"4049","www.bcc-ev.de",NA,"N01300","N"
"4050","www.bckirkel-limbach.de",NA,"N01300","N"
"4051","www.bcsolingen.de",NA,"N01200","N"
"4052","www.bctroisdorf.de",NA,"N01200","N"
"4053","www.bdb-bremen.de",NA,"N11100","N"
"4054","www.bdef.de",NA,"N01300","N"
"4055","www.bdf-web.de",NA,"N05200","N"
"4056","www.bdh-reha.de",NA,"N08100","N"
"4057","www.bdkj-mainz.de",NA,"N04100","N"
"4058","www.bdkj-paderborn.de",NA,"N10100","N"
"4059","www.bdkj-re.de",NA,"N10100","N"
"4060","www.bdkj-reinickendorf.de",NA,"N10100","N"
"4061","www.bdkj-zeltlager-mainz.de",NA,"N01200","N"
"4062","www.bdl-online.de",NA,"N07200","N"
"4063","www.bdmp.de",NA,"N01200","N"
"4064","www.bdp-luke.de",NA,"N04100","N"
"4065","www.bdp-rlp.de",NA,"N04100","N"
"4066","www.bdp-sh-hh.de",NA,"N04100","N"
"4067","www.bdp-stamm-rainbow.de",NA,"N04100","N"
"4068","www.beach-n-fun.de",NA,"N01200","N"
"4069","www.beachberlin.de",NA,"N01200","N"
"4070","www.beamten-wohnungs-verein.de",NA,"N11100","N"
"4071","www.bearded-info.de",NA,"N05200","N"
"4072","www.bec-harz.de",NA,"N01200","N"
"4073","www.beckumer-reiterverein.de",NA,"N01200","N"
"4074","www.begegnungszentrum-sonneck.de",NA,"N08100","N"
"4075","www.behindertenreferat.de",NA,"N10100","N"
"4076","www.behindertenselbsthilfe-moenchneversdorf.de",NA,"N08100","N"
"4077","www.behindertenverband-gvm.de",NA,"N08100","N"
"4078","www.behindertenverband-sok.de",NA,"N08100","N"
"4079","www.beinghumanfoundation.org",NA,"N08100","N"
"4080","www.beitraege-redaktion.de",NA,"N01300","N"
"4081","www.bekos-oldenburg.de",NA,"N08100","N"
"4082","www.belzigersgeinheit.de",NA,"N01200","N"
"4083","www.bendestorfer-reitverein.de",NA,"N01200","N"
"4084","www.benediktiner-orden.de",NA,"N10100","N"
"4085","www.benediktinerinnen-koeln.de",NA,"N10100","N"
"4086","www.benediktinerinnen-osnabrueck.de",NA,"N10100","N"
"4087","www.benediktinerinnen-trier.de",NA,"N10100","N"
"4088","www.bengi-ks.de",NA,"N01300","N"
"4089","www.beratung-in-krisen.de",NA,"N08100","N"
"4090","www.beratungsstelle-zeitraum.de",NA,"N10100","N"
"4091","www.bergaer-carneval-verein.de",NA,"N01300","N"
"4092","www.bergedorf.de",NA,"N01200","N"
"4093","www.bergedorfer-kanu-club.de",NA,"N01200","N"
"4094","www.bergen-online.de",NA,"N01300","N"
"4095","www.bergfunken.de",NA,"N01300","N"
"4096","www.berggrabebruederschaft-ehrenfriedersdorf.de",NA,"N01100","N"
"4097","www.berggut.de",NA,"N01300","N"
"4098","www.bergische-leichtathletik.de",NA,"N01200","N"
"4099","www.bergischesland.de",NA,"N01300","N"
"4100","www.bergkirche-schleiz.de",NA,"N10100","N"
"4101","www.bergkloster.de",NA,"N08100","N"
"4102","www.bergland-aachen.de",NA,"N01300","N"
"4103","www.bergsaenger.harz.de",NA,"N01100","N"
"4104","www.bergsportverein.de",NA,"N11100","N"
"4105","www.bergstadt-musikanten.de",NA,"N01100","N"
"4106","www.berimbau.berlin",NA,"N01200","N"
"4107","www.berlin-chamber-opera.de",NA,"N01100","N"
"4108","www.berlin-tourismus-online.de",NA,"N01300","N"
"4109","www.berlinbiennale.de",NA,"N01100","N"
"4110","www.berliner-besucherring.de",NA,"N08100","N"
"4111","www.berliner-burschenschaft.de",NA,"N01300","N"
"4112","www.berliner-fechterbund.de",NA,"N01200","N"
"4113","www.berliner-geschichtswerkstatt.de",NA,"N01100","N"
"4114","www.berliner-konzert-chor.de",NA,"N01100","N"
"4115","www.berliner-lehrerchor.de",NA,"N01100","N"
"4116","www.berliner-ruder-club.de",NA,"N01200","N"
"4117","www.berliner-schwimm-verband.de",NA,"N01200","N"
"4118","www.berliner-sparkasse.de",NA,"N08100","N"
"4119","www.berliner-stage-company.de",NA,"N01100","N"
"4120","www.berliner-symphoniker.de",NA,"N01100","N"
"4121","www.berlinerbank.de",NA,"N08100","N"
"4122","www.berlinerfk.de",NA,"N01200","N"
"4123","www.berlinerfrauennetzwerk.de",NA,"N01300","N"
"4124","www.berlinerjugendclub.de",NA,"N04100","N"
"4125","www.berlinerkuenstlerkolonie.de",NA,"N11100","N"
"4126","www.berlinerrockundpoparchiv.de",NA,"N01100","N"
"4127","www.berlinerschachverband.de",NA,"N01300","N"
"4128","www.berlinertsc.de",NA,"N01200","N"
"4129","www.berlinerturnerschaft.de",NA,"N01200","N"
"4130","www.berlineryachtclub.de",NA,"N01200","N"
"4131","www.berlintrab.de",NA,"N01200","N"
"4132","www.berufsfoerderung.de",NA,"N02400","N"
"4133","www.berumerfehn.de",NA,"N01200","N"
"4134","www.beschlagindustrie.de",NA,"N02400","N"
"4135","www.besselrc.de",NA,"N01200","N"
"4136","www.best-of-germany.de",NA,"N08100","N"
"4137","www.bethania.de",NA,"N10100","N"
"4138","www.bethel.de",NA,"N08100","N"
"4139","www.betriebssportverband-haenru.de",NA,"N01200","N"
"4140","www.bettrath.de",NA,"N10100","N"
"4141","www.bettv.de",NA,"N01200","N"
"4142","www.beueler-judo-club.de",NA,"N01200","N"
"4143","www.bewegungswerkstatt-magdeburg.de",NA,"N01200","N"
"4144","www.beyeroehder-handballgirls.de",NA,"N01200","N"
"4145","www.bezev.de",NA,"N08100","N"
"4146","www.bezirksbruderschaften.de",NA,"N01200","N"
"4147","www.bezirksverband-hildesheim-der-kleingaertner.de",NA,"N05100","N"
"4148","www.bfc-alemannia-1890.de",NA,"N01200","N"
"4149","www.bffl-volkersheim.de",NA,"N01100","N"
"4150","www.bfjd.de",NA,"N08100","N"
"4151","www.bfrweitmar.de",NA,"N01300","N"
"4152","www.bfst.de",NA,"N11100","N"
"4153","www.bft-online.de",NA,"N05200","N"
"4154","www.bfv1889ev.de",NA,"N01200","N"
"4155","www.bg-augsburg.de",NA,"N05200","N"
"4156","www.bgbonn.de",NA,"N08100","N"
"4157","www.bghh.de",NA,"N10100","N"
"4158","www.bgv-simmern.de",NA,"N01200","N"
"4159","www.bgz.net",NA,"N01200","N"
"4160","www.bhennig.de",NA,"N07200","N"
"4161","www.bhv-spaden.de",NA,"N01300","N"
"4162","www.bi-50tausendbaeume.de",NA,"N05100","N"
"4163","www.bi-aktuell.de",NA,"N06100","N"
"4164","www.bi-buergerwache.de",NA,"N08100","N"
"4165","www.biao-zhi.de",NA,"N01200","N"
"4166","www.bibelausstellung.de",NA,"N10100","N"
"4167","www.bibelgemeinde-online.de",NA,"N10100","N"
"4168","www.bibelwerkrheinland.de",NA,"N10100","N"
"4169","www.bibelzentrum-schleswig.de",NA,"N10100","N"
"4170","www.bielefelder-kunstverein.de",NA,"N01100","N"
"4171","www.bielefelder-reitclub.de",NA,"N01200","N"
"4172","www.bielstein.de",NA,"N08100","N"
"4173","www.bienen-oberhausen.de",NA,"N05200","N"
"4174","www.bigband.tu-clausthal.de",NA,"N01100","N"
"4175","www.bigtrier.de",NA,"N01300","N"
"4176","www.bigub.de",NA,"N11100","N"
"4177","www.bikc.de",NA,"N10100","N"
"4178","www.bildung-kultur.org",NA,"N01100","N"
"4179","www.bildungsprogramm.de",NA,"N10100","N"
"4180","www.bildungsstaette-gartenbau.de",NA,"N05100","N"
"4181","www.bildungsteam.de",NA,"N02300","N"
"4182","www.bildungswerk-meckenheim.de",NA,"N10100","N"
"4183","www.bildungswerksport.de",NA,"N04100","N"
"4184","www.billard-freunde.de",NA,"N01300","N"
"4185","www.billard-hamburg.de",NA,"N01300","N"
"4186","www.billard-international.de",NA,"N01300","N"
"4187","www.billard-katzenfurt.de",NA,"N01300","N"
"4188","www.billard-plauen.de",NA,"N01300","N"
"4189","www.billard-union.de",NA,"N01300","N"
"4190","www.billard-world.de",NA,"N01300","N"
"4191","www.billardaire.de",NA,"N01300","N"
"4192","www.billardcafe-break.de",NA,"N01300","N"
"4193","www.billardcafelichthof.de",NA,"N01300","N"
"4194","www.billardcafemagic.de",NA,"N01300","N"
"4195","www.billardfreunde.de",NA,"N01300","N"
"4196","www.billardunionmgkempen.de",NA,"N01300","N"
"4197","www.binnenschifferverein-bremen.de",NA,"N11100","N"
"4198","www.biogartenprieros.de",NA,"N06200","N"
"4199","www.bis-brueggen.de",NA,"N04100","N"
"4200","www.bisp-sportpsychologie.de",NA,"N01200","N"
"4201","www.bistum-magdeburg.de",NA,"N10100","N"
"4202","www.bistum-mainz.de",NA,"N10100","N"
"4203","www.bistum-muenster.de",NA,"N10100","N"
"4204","www.bistumhildesheim.de",NA,"N10100","N"
"4205","www.bjsd.de",NA,"N01300","N"
"4206","www.bk-duesseldorf.de",NA,"N05200","N"
"4207","www.bk-zahren.de",NA,"N08100","N"
"4208","www.bkmarienschule.de",NA,"N01300","N"
"4209","www.bko.de",NA,"N01100","N"
"4210","www.bkv-dortmund.de",NA,"N01200","N"
"4211","www.blaesertag.de",NA,"N10100","N"
"4212","www.blankenfelde-mahlow.de",NA,"N01100","N"
"4213","www.blaskapelle-weibern.de",NA,"N01100","N"
"4214","www.blasmusik-aus-gransee.de",NA,"N01100","N"
"4215","www.blasmusik-wulfen.de",NA,"N01100","N"
"4216","www.blasorchester-1911.de",NA,"N01100","N"
"4217","www.blasorchester-allagen.de",NA,"N01100","N"
"4218","www.blasorchester-harpen.de",NA,"N01100","N"
"4219","www.blasorchester-holzhausen.de",NA,"N01100","N"
"4220","www.blasorchester-hro.de",NA,"N01100","N"
"4221","www.blasorchester-walldorf.de",NA,"N01100","N"
"4222","www.blasorchesteruckerath.de",NA,"N01100","N"
"4223","www.blau-gelb-langenhagen.de",NA,"N01200","N"
"4224","www.blau-gold-steglitz.de",NA,"N01200","N"
"4225","www.blau-silber-ladenburg.de",NA,"N01200","N"
"4226","www.blau-weiss-aachen.de",NA,"N01200","N"
"4227","www.blau-weiss-buchholz.de",NA,"N01200","N"
"4228","www.blau-weiss-ehrang.de",NA,"N01300","N"
"4229","www.blau-weiss-hand.de",NA,"N01200","N"
"4230","www.blau-weiss-hohen-neuendorf.de",NA,"N01200","N"
"4231","www.blau-weiss-koeln.de",NA,"N01200","N"
"4232","www.blau-weiss-ochtendung.de",NA,"N01100","N"
"4233","www.blau-weiss-reichenbach.de",NA,"N01200","N"
"4234","www.blau-weiss-silber.de",NA,"N01200","N"
"4235","www.blau-weissviersen.de",NA,"N01200","N"
"4236","www.blaue-funken.de",NA,"N01300","N"
"4237","www.blauweissdessau.de",NA,"N01200","N"
"4238","www.blb-ev.de",NA,"N07200","N"
"4239","www.blb-seehausen.de",NA,"N07200","N"
"4240","www.blickwechseln.de",NA,"N02300","N"
"4241","www.blinden-sehbehindertenverein-krefeld.de",NA,"N04100","N"
"4242","www.blindenfreunde.de",NA,"N04100","N"
"4243","www.blindeninfo.de",NA,"N04100","N"
"4244","www.blindenzentrum-thale.de",NA,"N04100","N"
"4245","www.blindes-vertrauen.de",NA,"N04100","N"
"4246","www.block17.de",NA,"N01300","N"
"4247","www.blsev.de",NA,"N08100","N"
"4248","www.bluecake.de",NA,"N04100","N"
"4249","www.bluecherpark.de",NA,"N01300","N"
"4250","www.blumen-fuer-stukenbrock.de",NA,"N07200","N"
"4251","www.blumenthaler-schuetzenverein.de",NA,"N01200","N"
"4252","www.blv-nrw.de",NA,"N01200","N"
