"","X","domain","tote_seite","catkey","category"
"4162",4163,"www.bi-aktuell.de",NA,"N06100","N"
"4163",4164,"www.bi-buergerwache.de",NA,"N08100","N"
"4164",4165,"www.biao-zhi.de",NA,"N01200","N"
"4165",4166,"www.bibelausstellung.de",NA,"N10100","N"
"4166",4167,"www.bibelgemeinde-online.de",NA,"N10100","N"
"4167",4168,"www.bibelwerkrheinland.de",NA,"N10100","N"
"4168",4169,"www.bibelzentrum-schleswig.de",NA,"N10100","N"
"4169",4170,"www.bielefelder-kunstverein.de",NA,"N01100","N"
"4170",4171,"www.bielefelder-reitclub.de",NA,"N01200","N"
"4171",4172,"www.bielstein.de",NA,"N08100","N"
"4172",4173,"www.bienen-oberhausen.de",NA,"N05200","N"
"4173",4174,"www.bigband.tu-clausthal.de",NA,"N01100","N"
"4174",4175,"www.bigtrier.de",NA,"N01300","N"
"4175",4176,"www.bigub.de",NA,"N11100","N"
"4176",4177,"www.bikc.de",NA,"N10100","N"
"4177",4178,"www.bildung-kultur.org",NA,"N01100","N"
"4178",4179,"www.bildungsprogramm.de",NA,"N10100","N"
"4179",4180,"www.bildungsstaette-gartenbau.de",NA,"N05100","N"
"4180",4181,"www.bildungsteam.de",NA,"N02300","N"
"4181",4182,"www.bildungswerk-meckenheim.de",NA,"N10100","N"
"4182",4183,"www.bildungswerksport.de",NA,"N04100","N"
"4183",4184,"www.billard-freunde.de",NA,"N01300","N"
"4184",4185,"www.billard-hamburg.de",NA,"N01300","N"
"4185",4186,"www.billard-international.de",NA,"N01300","N"
"4186",4187,"www.billard-katzenfurt.de",NA,"N01300","N"
"4187",4188,"www.billard-plauen.de",NA,"N01300","N"
"4188",4189,"www.billard-union.de",NA,"N01300","N"
"4189",4190,"www.billard-world.de",NA,"N01300","N"
"4190",4191,"www.billardaire.de",NA,"N01300","N"
"4191",4192,"www.billardcafe-break.de",NA,"N01300","N"
"4192",4193,"www.billardcafelichthof.de",NA,"N01300","N"
"4193",4194,"www.billardcafemagic.de",NA,"N01300","N"
"4194",4195,"www.billardfreunde.de",NA,"N01300","N"
"4195",4196,"www.billardunionmgkempen.de",NA,"N01300","N"
"4196",4197,"www.binnenschifferverein-bremen.de",NA,"N11100","N"
"4197",4198,"www.biogartenprieros.de",NA,"N06200","N"
"4198",4199,"www.bis-brueggen.de",NA,"N04100","N"
"4199",4200,"www.bisp-sportpsychologie.de",NA,"N01200","N"
"4200",4201,"www.bistum-magdeburg.de",NA,"N10100","N"
"4201",4202,"www.bistum-mainz.de",NA,"N10100","N"
"4202",4203,"www.bistum-muenster.de",NA,"N10100","N"
"4203",4204,"www.bistumhildesheim.de",NA,"N10100","N"
"4204",4205,"www.bjsd.de",NA,"N01300","N"
"4205",4206,"www.bk-duesseldorf.de",NA,"N05200","N"
"4206",4207,"www.bk-zahren.de",NA,"N08100","N"
"4207",4208,"www.bkmarienschule.de",NA,"N01300","N"
"4208",4209,"www.bko.de",NA,"N01100","N"
"4209",4210,"www.bkv-dortmund.de",NA,"N01200","N"
"4210",4211,"www.blaesertag.de",NA,"N10100","N"
"4211",4212,"www.blankenfelde-mahlow.de",NA,"N01100","N"
"4212",4213,"www.blaskapelle-weibern.de",NA,"N01100","N"
"4213",4214,"www.blasmusik-aus-gransee.de",NA,"N01100","N"
"4214",4215,"www.blasmusik-wulfen.de",NA,"N01100","N"
"4215",4216,"www.blasorchester-1911.de",NA,"N01100","N"
"4216",4217,"www.blasorchester-allagen.de",NA,"N01100","N"
"4217",4218,"www.blasorchester-harpen.de",NA,"N01100","N"
"4218",4219,"www.blasorchester-holzhausen.de",NA,"N01100","N"
"4219",4220,"www.blasorchester-hro.de",NA,"N01100","N"
"4220",4221,"www.blasorchester-walldorf.de",NA,"N01100","N"
"4221",4222,"www.blasorchesteruckerath.de",NA,"N01100","N"
"4222",4223,"www.blau-gelb-langenhagen.de",NA,"N01200","N"
"4223",4224,"www.blau-gold-steglitz.de",NA,"N01200","N"
"4224",4225,"www.blau-silber-ladenburg.de",NA,"N01200","N"
"4225",4226,"www.blau-weiss-aachen.de",NA,"N01200","N"
"4226",4227,"www.blau-weiss-buchholz.de",NA,"N01200","N"
"4227",4228,"www.blau-weiss-ehrang.de",NA,"N01300","N"
"4228",4229,"www.blau-weiss-hand.de",NA,"N01200","N"
"4229",4230,"www.blau-weiss-hohen-neuendorf.de",NA,"N01200","N"
"4230",4231,"www.blau-weiss-koeln.de",NA,"N01200","N"
"4231",4232,"www.blau-weiss-ochtendung.de",NA,"N01100","N"
"4232",4233,"www.blau-weiss-reichenbach.de",NA,"N01200","N"
"4233",4234,"www.blau-weiss-silber.de",NA,"N01200","N"
"4234",4235,"www.blau-weissviersen.de",NA,"N01200","N"
"4235",4236,"www.blaue-funken.de",NA,"N01300","N"
"4236",4237,"www.blauweissdessau.de",NA,"N01200","N"
"4237",4238,"www.blb-ev.de",NA,"N07200","N"
"4238",4239,"www.blb-seehausen.de",NA,"N07200","N"
"4239",4240,"www.blickwechseln.de",NA,"N02300","N"
"4240",4241,"www.blinden-sehbehindertenverein-krefeld.de",NA,"N04100","N"
"4241",4242,"www.blindenfreunde.de",NA,"N04100","N"
"4242",4243,"www.blindeninfo.de",NA,"N04100","N"
"4243",4244,"www.blindenzentrum-thale.de",NA,"N04100","N"
"4244",4245,"www.blindes-vertrauen.de",NA,"N04100","N"
"4245",4246,"www.block17.de",NA,"N01300","N"
"4246",4247,"www.blsev.de",NA,"N08100","N"
"4247",4248,"www.bluecake.de",NA,"N04100","N"
"4248",4249,"www.bluecherpark.de",NA,"N01300","N"
"4249",4250,"www.blumen-fuer-stukenbrock.de",NA,"N07200","N"
"4250",4251,"www.blumenthaler-schuetzenverein.de",NA,"N01200","N"
"4251",4252,"www.blv-nrw.de",NA,"N01200","N"
"4252",4253,"www.blvev.de",NA,"N01300","N"
"4253",4254,"www.bmg.ipn.de",NA,"N06200","N"
"4254",4255,"www.bmtv-schwimmen.de",NA,"N01200","N"
"4255",4256,"www.bmvo.de",NA,"N01100","N"
"4256",4257,"www.bng-bremen.de",NA,"N01100","N"
"4257",4258,"www.bobbybox.eu",NA,"N05200","N"
"4258",4259,"www.boberger-reitverein.de",NA,"N01200","N"
"4259",4260,"www.bocholter-wsv.de",NA,"N01200","N"
"4260",4261,"www.bochumer-kanu-club.de",NA,"N01200","N"
"4261",4262,"www.bodden-nationalpark.de",NA,"N08100","N"
"4262",4263,"www.bodelschwinghwerk-duelken.de",NA,"N08100","N"
"4263",4264,"www.bodymind-healthcenter.de",NA,"N01200","N"
"4264",4265,"www.boeckler.de",NA,"N01100","N"
"4265",4266,"www.boedeker-jugendhilfe.de",NA,"N04100","N"
"4266",4267,"www.boehmetaler-blasmusik.de",NA,"N01100","N"
"4267",4268,"www.boekers-tauchsport.de",NA,"N01200","N"
"4268",4269,"www.boell-brandenburg.de",NA,"N02300","N"
"4269",4270,"www.boga-altenburg.de",NA,"N08100","N"
"4270",4271,"www.bogenschuetzen-eggenfelden.de",NA,"N01200","N"
"4271",4272,"www.bogenschuetzen-gilde-burtscheid.de",NA,"N01200","N"
"4272",4273,"www.bogensport.com",NA,"N01200","N"
"4273",4274,"www.bogensportclub-essen.de",NA,"N01200","N"
"4274",4275,"www.bogensportclub-oberhausen.de",NA,"N01200","N"
"4275",4276,"www.bohlen.de",NA,"N08100","N"
"4276",4277,"www.bohrmeisterschule.de",NA,"N01300","N"
"4277",4278,"www.bonifatius.info",NA,"N10100","N"
"4278",4279,"www.bonifatiusgemeinde.de",NA,"N10100","N"
"4279",4280,"www.bonn-dransdorf.de",NA,"N10100","N"
"4280",4281,"www.bonner-sc.de",NA,"N01200","N"
"4281",4282,"www.bonner-segelsportclub.de",NA,"N01200","N"
"4282",4283,"www.bonner-stadtsoldaten.de",NA,"N01300","N"
"4283",4284,"www.borgholzhausen.de",NA,"N01300","N"
"4284",4285,"www.borkumer-kirchengemeinden.de",NA,"N10100","N"
"4285",4286,"www.borlefzen.de",NA,"N01200","N"
"4286",4287,"www.bornheimer-musikschule.de",NA,"N01100","N"
"4287",4288,"www.bornumer-holz.de",NA,"N05100","N"
"4288",4289,"www.borro.de",NA,"N10100","N"
"4289",4290,"www.borussia-belzig.de",NA,"N01200","N"
"4290",4291,"www.borussia-berlin.de",NA,"N01100","N"
"4291",4292,"www.borussia-bocholt.de",NA,"N01200","N"
"4292",4293,"www.borussia-brand.de",NA,"N01200","N"
"4293",4294,"www.borussia-duesseldorf.de",NA,"N01200","N"
"4294",4295,"www.borussia-fanclub-hoisten.de",NA,"N01200","N"
"4295",4296,"www.borussia-fulda.de",NA,"N01200","N"
"4296",4297,"www.borussiatt.de",NA,"N01200","N"
"4297",4298,"www.bottroperbg.de",NA,"N01200","N"
"4298",4299,"www.bovendersv.de",NA,"N01200","N"
"4299",4300,"www.bowlingcenter-tegel.de",NA,"N01200","N"
"4300",4301,"www.box-club72-braunschweig.de",NA,"N01200","N"
"4301",4302,"www.boxclub-chemnitz94.de",NA,"N01200","N"
"4302",4303,"www.boxer-klub-wuppertal.de",NA,"N05200","N"
"4303",4304,"www.boxerklub-aurich.de",NA,"N05200","N"
"4304",4305,"www.boxring-unser-fritz.de",NA,"N01200","N"
"4305",4306,"www.boxsportathletic.de",NA,"N01200","N"
"4306",4307,"www.boxunion-strausberg.de",NA,"N01200","N"
"4307",4308,"www.boyesen.de",NA,"N01300","N"
"4308",4309,"www.boystomen.de",NA,"N02300","N"
"4309",4310,"www.bph-online.de",NA,"N08100","N"
"4310",4311,"www.brakula.de",NA,"N01100","N"
"4311",4312,"www.bramscher.de",NA,"N01200","N"
"4312",4313,"www.brandenburg-berlin.de",NA,"N08100","N"
"4313",4314,"www.brandenburger-pferd.de",NA,"N05200","N"
"4314",4315,"www.braue.de",NA,"N04100","N"
"4315",4316,"www.brauerteich.de",NA,"N04100","N"
"4316",4317,"www.braunschweiger-jc.de",NA,"N01200","N"
"4317",4318,"www.bredstedter-tsv.de",NA,"N01200","N"
"4318",4319,"www.breedland.de",NA,"N08100","N"
"4319",4320,"www.breitenfelder-sv.de",NA,"N01200","N"
"4320",4321,"www.breitensportverein-lehndorf.de",NA,"N01200","N"
"4321",4322,"www.bremen.de",NA,"N01300","N"
"4322",4323,"www.bremen1860.de",NA,"N01200","N"
"4323",4324,"www.bremer-imker.de",NA,"N05200","N"
"4324",4325,"www.bremer-judo-verband.de",NA,"N01200","N"
"4325",4326,"www.bremer-kongress.de",NA,"N01200","N"
"4326",4327,"www.bremer-ruderverein.de",NA,"N01200","N"
"4327",4328,"www.bremer-schuetzengilde.de",NA,"N01200","N"
"4328",4329,"www.bremer-schuetzenverein.de",NA,"N01200","N"
"4329",4330,"www.bremer-tierschutzverein.de",NA,"N05200","N"
"4330",4331,"www.bremerfriedensforum.de",NA,"N08100","N"
"4331",4332,"www.bremerhockeyclub.de",NA,"N01200","N"
"4332",4333,"www.bremerkrebsgesellschaft.de",NA,"N03400","N"
"4333",4334,"www.bremerpresseclub.de",NA,"N01100","N"
"4334",4335,"www.bremersc85.de",NA,"N01200","N"
"4335",4336,"www.bremervoerde.de",NA,NA,"S"
"4336",4337,"www.bridge-club-bad-schwartau.de",NA,"N01300","N"
"4337",4338,"www.bridgeclub-gegenspiel.de",NA,"N01300","N"
"4338",4339,"www.bridgeclub-soest.de",NA,"N01300","N"
"4339",4340,"www.briefmarken-kevelaer.de",NA,"N01300","N"
"4340",4341,"www.briefmarken-mg.de",NA,"N01300","N"
"4341",4342,"www.briefmarkenfreunde-embrica.de",NA,"N01300","N"
"4342",4343,"www.briefmarkenfreunde-rdbg.de",NA,"N01300","N"
"4343",4344,"www.briefmarkensammler-meschede.de",NA,"N01300","N"
"4344",4345,"www.briefmarkensammlerverein-zwoenitztal1995.de",NA,"N04100","N"
"4345",4346,"www.brieftaube.de",NA,"N05200","N"
"4346",4347,"www.brigittenheim.de",NA,"N01100","N"
"4347",4348,"www.bring-bello-mit.de",NA,"N05200","N"
"4348",4349,"www.brinkumer-schuetzen.de",NA,"N01200","N"
"4349",4350,"www.brst.de",NA,"N08100","N"
"4350",4351,"www.bruder-klaus-berlin.de",NA,"N10100","N"
"4351",4352,"www.bruder-kostka.de",NA,"N10100","N"
"4352",4353,"www.bruderhand.de",NA,"N08100","N"
"4353",4354,"www.bruderschaft-arsbeck.de",NA,"N01200","N"
"4354",4355,"www.bruderschaft.gillbach.de",NA,"N01200","N"
"4355",4356,"www.bruecke-koeln.de",NA,"N08100","N"
"4356",4357,"www.brueckenhofmuseum.de",NA,"N01300","N"
"4357",4358,"www.bruehler-kunstverein.de",NA,"N01100","N"
"4358",4359,"www.bruehler-surfclub.de",NA,"N01200","N"
"4359",4360,"www.brukteria-pipes-and-drums.de",NA,"N01100","N"
"4360",4361,"www.brunskappel.de",NA,"N01200","N"
"4361",4362,"www.bs-forum.de",NA,"N08100","N"
"4362",4363,"www.bs-friedenskirche.de",NA,"N10100","N"
"4363",4364,"www.bs-seelze.de",NA,"N01200","N"
"4364",4365,"www.bsc-eintracht-suedring.de",NA,"N01200","N"
"4365",4366,"www.bsc-rehberge.de",NA,"N01200","N"
"4366",4367,"www.bsc-shooters.de",NA,"N01300","N"
"4367",4368,"www.bscrottal.de",NA,"N01200","N"
"4368",4369,"www.bsd-preussen.de",NA,"N11100","N"
"4369",4370,"www.bsdrps.de",NA,"N08100","N"
"4370",4371,"www.bsfd.de",NA,"N05200","N"
"4371",4372,"www.bsg-albstadt.de",NA,"N01300","N"
"4372",4373,"www.bsg-bo.de",NA,"N01200","N"
"4373",4374,"www.bsg-kleve.de",NA,"N04100","N"
"4374",4375,"www.bsg-mittelhessen.de",NA,"N01200","N"
"4375",4376,"www.bsg-spenge-enger.de",NA,"N01200","N"
"4376",4377,"www.bsg-werl.de",NA,"N01200","N"
"4377",4378,"www.bsg-zeven.de",NA,"N01200","N"
"4378",4379,"www.bsg1882.de",NA,"N01200","N"
"4379",4380,"www.bsgkm.de",NA,"N08100","N"
"4380",4381,"www.bsj-marburg.de",NA,"N08100","N"
"4381",4382,"www.bskgifhorn.de",NA,"N01200","N"
"4382",4383,"www.bsn-heros.de",NA,"N01200","N"
"4383",4384,"www.bsv-achim.de",NA,"N01200","N"
"4384",4385,"www.bsv-barmingholten.de",NA,"N01200","N"
"4385",4386,"www.bsv-batenbrock.de",NA,"N01200","N"
"4386",4387,"www.bsv-bielstein.de",NA,"N01200","N"
"4387",4388,"www.bsv-bingum.de",NA,"N01200","N"
"4388",4389,"www.bsv-erftkreis.de",NA,"N04100","N"
"4389",4390,"www.bsv-fortuna.de",NA,"N01200","N"
"4390",4391,"www.bsv-friesen.de",NA,"N01200","N"
"4391",4392,"www.bsv-gahlen.de",NA,"N01200","N"
"4392",4393,"www.bsv-haenigsen.de",NA,"N06100","N"
"4393",4394,"www.bsv-halle.de",NA,"N01200","N"
"4394",4395,"www.bsv-harpen.de",NA,"N01200","N"
"4395",4396,"www.bsv-hh.de",NA,"N01300","N"
"4396",4397,"www.bsv-kickers-emden.de",NA,"N01200","N"
"4397",4398,"www.bsv-kiel.de",NA,"N01200","N"
"4398",4399,"www.bsv-kreis-mettmann.de",NA,"N04100","N"
"4399",4400,"www.bsv-live.de",NA,"N01200","N"
"4400",4401,"www.bsv-luebeck.de",NA,"N01200","N"
"4401",4402,"www.bsv-rehden.de",NA,"N01200","N"
"4402",4403,"www.bsv-schwebheim.de",NA,"N01300","N"
"4403",4404,"www.bsv-siegen.de",NA,"N01200","N"
"4404",4405,"www.bsv-vogtland.org",NA,"N04100","N"
"4405",4406,"www.bsv-ww.de",NA,"N01200","N"
"4406",4407,"www.bsv-zeven.de",NA,"N01200","N"
"4407",4408,"www.bsv1864.de",NA,"N01200","N"
"4408",4409,"www.bsv92-tennis.de",NA,"N01200","N"
"4409",4410,"www.bsv92.de",NA,"N01200","N"
"4410",4411,"www.bsvfrintrop1919.de",NA,"N01200","N"
"4411",4412,"www.bsvherbede.de",NA,"N01200","N"
"4412",4413,"www.bsvleimen.de",NA,"N01200","N"
"4413",4414,"www.bsvlichtendorf-geiseckeev.de",NA,"N01200","N"
"4414",4415,"www.bsvonline.de",NA,"N01200","N"
"4415",4416,"www.bsvsaar.org",NA,"N04100","N"
"4416",4417,"www.bsvsh.org",NA,"N04100","N"
"4417",4418,"www.bsvspellen.de",NA,"N01200","N"
"4418",4419,"www.bsvw.de",NA,"N04100","N"
"4419",4420,"www.bt-handballabteilung.de",NA,"N01200","N"
"4420",4421,"www.bt-wetzlar.de",NA,"N01200","N"
"4421",4422,"www.btb-baskets.de",NA,"N01200","N"
"4422",4423,"www.btb-ev.de",NA,"N01200","N"
"4423",4424,"www.btc-tennis.de",NA,"N01200","N"
"4424",4425,"www.btc-wista.de",NA,"N01200","N"
"4425",4426,"www.btc1893.de",NA,"N01200","N"
"4426",4427,"www.btc1975.de",NA,"N01200","N"
"4427",4428,"www.btg-bielefeld.de",NA,"N01200","N"
"4428",4429,"www.bthv.de",NA,"N01200","N"
"4429",4430,"www.btv-flaeming.de",NA,"N08100","N"
"4430",4431,"www.btv1864.de",NA,"N01200","N"
"4431",4432,"www.btv1877.de",NA,"N01200","N"
"4432",4433,"www.btvonline.de",NA,"N01200","N"
"4433",4434,"www.buchdruckkunst.de",NA,"N01100","N"
"4434",4435,"www.buchholz-hockey.de",NA,"N01200","N"
"4435",4436,"www.buckower-kleinbahn.de",NA,"N01300","N"
"4436",4437,"www.buddha-hannover.de",NA,"N10100","N"
"4437",4438,"www.buddhismus-koeln.de",NA,"N10100","N"
"4438",4439,"www.buddhismus-ost.de",NA,"N10100","N"
"4439",4440,"www.buddhistischer-religionsunterricht.de",NA,"N10100","N"
"4440",4441,"www.budo-club-eschweiler.de",NA,"N01200","N"
"4441",4442,"www.budo-club-landau.jimdo.com",NA,"N01200","N"
"4442",4443,"www.budo-heli.de",NA,"N01200","N"
"4443",4444,"www.budo-menden.de",NA,"N01200","N"
"4444",4445,"www.budoclub-bushido.de",NA,"N01200","N"
"4445",4446,"www.budoclub-minden.de",NA,"N01200","N"
"4446",4447,"www.budokaarst.de",NA,"N01200","N"
"4447",4448,"www.budokai-melle.de",NA,"N01200","N"
"4448",4449,"www.budokan-buemmerstede.de",NA,"N01200","N"
"4449",4450,"www.buehnenverein.de",NA,"N01100","N"
"4450",4451,"www.buerger-schuetzen-verein.de",NA,"N01200","N"
"4451",4452,"www.buergergesellschaft-neuss.de",NA,"N06100","N"
"4452",4453,"www.buergerhaus-in-barmbek.de",NA,"N06100","N"
"4453",4454,"www.buergerschuetzen-ascheberg.de",NA,"N01200","N"
"4454",4455,"www.buergerschuetzen-clp.de",NA,"N01200","N"
"4455",4456,"www.buergerschuetzenverein-burlo.de",NA,"N01200","N"
"4456",4457,"www.buergerverein-biemenhorst.de",NA,"N06100","N"
"4457",4458,"www.buergerverein-brand.org",NA,"N06100","N"
"4458",4459,"www.buergerverein-fuhlsbuettel.de",NA,"N06100","N"
"4459",4460,"www.buergerverein-gisselberg.de",NA,"N06100","N"
"4460",4461,"www.buergerverein-mondorf.de",NA,"N06100","N"
"4461",4462,"www.buergerverein-sasel-poppenbuettel.de",NA,"N06100","N"
"4462",4463,"www.buergerverein-sundern.de",NA,"N06100","N"
"4463",4464,"www.buergerverein-wulsbuettel.de",NA,"N01300","N"
"4464",4465,"www.buergerverein-zollstock.de",NA,"N06100","N"
"4465",4466,"www.buergerverein.info",NA,"N06100","N"
"4466",4467,"www.bueroring.de",NA,"N11100","N"
"4467",4468,"www.bukopharma.de",NA,"N08100","N"
"4468",4469,"www.bumerang-beeskow.de",NA,"N04100","N"
"4469",4470,"www.bund-bruderschaften.de",NA,"N01200","N"
"4470",4471,"www.bund-deutscher-tierfreunde.de",NA,"N05200","N"
"4471",4472,"www.bundesverband-e-und-s.de",NA,"N08100","N"
"4472",4473,"www.bundjugend-berlin.de",NA,"N04100","N"
"4473",4474,"www.bunte-lebenswelten.de",NA,"N02300","N"
"4474",4475,"www.buntekuhverein.de",NA,"N04100","N"
"4475",4476,"www.bunteliga.de",NA,"N01200","N"
"4476",4477,"www.burg-gretesch.de",NA,"N01200","N"
"4477",4478,"www.burg-rode.de",NA,"N01100","N"
"4478",4479,"www.burg-saaleck.info",NA,"N01300","N"
"4479",4480,"www.burg-steinbrueck.de",NA,"N08100","N"
"4480",4481,"www.burg-steineck.de",NA,"N10100","N"
"4481",4482,"www.burghotel-volmarstein.de",NA,"N01200","N"
"4482",4483,"www.burmahilfe-leipzig.de",NA,"N08100","N"
"4483",4484,"www.burscheidertg.de",NA,"N01200","N"
"4484",4485,"www.burschenschaft-adelphia.de",NA,"N01300","N"
"4485",4486,"www.burschenschaft-arkadia.de",NA,"N01300","N"
"4486",4487,"www.burschenschaft-borussia.de",NA,"N01300","N"
"4487",4488,"www.burschenschaft-germania.de",NA,"N01300","N"
"4488",4489,"www.burschenschaft-hansea.de",NA,"N01300","N"
"4489",4490,"www.burschenschaft-libertas.de",NA,"N01300","N"
"4490",4491,"www.burschenschaft.de",NA,"N01300","N"
"4491",4492,"www.bv-hilden-west.de",NA,"N06100","N"
"4492",4493,"www.bv-luenen05.de",NA,"N01200","N"
"4493",4494,"www.bv-nord-west.de",NA,"N06100","N"
"4494",4495,"www.bv-rosenthal.de",NA,"N06100","N"
"4495",4496,"www.bv-wiesens.de",NA,"N01200","N"
"4496",4497,"www.bv-wuelfrath.de",NA,"N06100","N"
"4497",4498,"www.bv10.de",NA,"N01200","N"
"4498",4499,"www.bvb-handball.de",NA,"N01200","N"
"4499",4500,"www.bvcloppenburg.de",NA,"N01200","N"
"4500",4501,"www.bvdg-dgj.de",NA,"N01200","N"
"4501",4502,"www.bvfrankfurt.de",NA,"N01200","N"
"4502",4503,"www.bvkm.de",NA,"N08100","N"
"4503",4504,"www.bvo-tennis.de",NA,"N01200","N"
"4504",4505,"www.bvo-velbert.de",NA,"N06100","N"
"4505",4506,"www.bvsa.de",NA,"N01200","N"
"4506",4507,"www.bvss.de",NA,"N08100","N"
"4507",4508,"www.bvv-herchen.de",NA,"N06100","N"
"4508",4509,"www.bw-bochum.de",NA,"N01200","N"
"4509",4510,"www.bw-dingden.de",NA,"N01200","N"
"4510",4511,"www.bw-handball.de",NA,"N01200","N"
"4511",4512,"www.bw-lsb-brandenburg.de",NA,"N01200","N"
"4512",4513,"www.bw-rhythmik.de",NA,"N01100","N"
"4513",4514,"www.bwb-kanu.de",NA,"N01200","N"
"4514",4515,"www.bwbienen.de",NA,"N05200","N"
"4515",4516,"www.bwh-berlin.de",NA,"N01200","N"
"4516",4517,"www.bwkath.de",NA,"N10100","N"
"4517",4518,"www.bwvs.de",NA,"N01200","N"
"4518",4519,"www.bz-treysa.de",NA,"N01300","N"
"4519",4520,"www.bzv-kleingarten-waf.de",NA,"N05100","N"
"4520",4521,"www.bzvahr.de",NA,"N06100","N"
"4521",4522,"www.c-f-c.net",NA,"N05200","N"
"4522",4523,"www.cabuwazi.de",NA,"N08100","N"
"4523",4524,"www.cafe-billard-forum.de",NA,"N01300","N"
"4524",4525,"www.cafe-koem.de",NA,"N01300","N"
"4525",4526,"www.caj-aachen.de",NA,"N04100","N"
"4526",4527,"www.caj-steinbeck.de",NA,"N04100","N"
"4527",4528,"www.caj-werkstatt.de",NA,"N02300","N"
"4528",4529,"www.call-him-up.de",NA,"N01100","N"
"4529",4530,"www.camerata-vocale-dutenhofen.de",NA,"N01100","N"
"4530",4531,"www.camping-odersbach.de",NA,"N01300","N"
"4531",4532,"www.campingplatz-lassan.de",NA,"N01200","N"
"4532",4533,"www.can-ev.de",NA,"N02300","N"
"4533",4534,"www.canchanabury.de",NA,"N08100","N"
"4534",4535,"www.canis-disco.de",NA,"N05200","N"
"4535",4536,"www.canisamare.de",NA,NA,"K"
"4536",4537,"www.canu.de",NA,"N01200","N"
"4537",4538,"www.cappeler-tennisverein.de",NA,"N01200","N"
"4538",4539,"www.cappenberger-schleppjagdverein.de",NA,"N01200","N"
"4539",4540,"www.cara-beratungsstelle.de",NA,"N08100","N"
"4540",4541,"www.care.de",NA,"N08100","N"
"4541",4542,"www.caritas-bochum.de",NA,"N10100","N"
"4542",4543,"www.caritas-datteln.de",NA,"N01300","N"
"4543",4544,"www.caritas-duesseldorf.de",NA,"N10100","N"
"4544",4545,"www.caritas-duisburg.de",NA,"N08100","N"
"4545",4546,"www.caritas-eifel.de",NA,"N08100","N"
"4546",4547,"www.caritas-frankfurt-oder.de",NA,"N08100","N"
"4547",4548,"www.caritas-krefeld.de",NA,"N08100","N"
"4548",4549,"www.caritas-werkstaetten-koeln.de",NA,"N10100","N"
"4549",4550,"www.caritas-westeifel.de",NA,"N08100","N"
"4550",4551,"www.caritas.de",NA,"N08100","N"
"4551",4552,"www.carl-schirren-gesellschaft.de",NA,"N01100","N"
"4552",4553,"www.carneval-club-lichtenberg.de",NA,"N01300","N"
"4553",4554,"www.carnevalos.de",NA,"N01300","N"
"4554",4555,"www.carolingia.de",NA,"N01300","N"
"4555",4556,"www.casa-alianza.de",NA,"N08100","N"
"4556",4557,"www.cask-kinder-lebenshilfe.de",NA,"N04100","N"
"4557",4558,"www.castell-lippstadt.de",NA,"N01200","N"
"4558",4559,"www.cbfwuppertalev.de",NA,"N04100","N"
"4559",4560,"www.cc-ole.de",NA,"N01300","N"
"4560",4561,"www.ccc-info.de",NA,"N05200","N"
"4561",4562,"www.ccn-jugend.de",NA,"N08100","N"
"4562",4563,"www.ccsg.de",NA,"N01300","N"
"4563",4564,"www.ccw-mainz.de",NA,"N01300","N"
"4564",4565,"www.cdaev.de",NA,"N03400","N"
"4565",4566,"www.cdbf.de",NA,"N01300","N"
"4566",4567,"www.cdu-kreis-kleve.de",NA,"N07300","N"
"4567",4568,"www.cdu-leverkusen.de",NA,"N07300","N"
"4568",4569,"www.cell-erika-346.de",NA,"N08100","N"
"4569",4570,"www.cella-sankt-benedikt.de",NA,"N10100","N"
"4570",4571,"www.cellerruderverein.de",NA,"N01200","N"
"4571",4572,"www.cellitinnen.de",NA,"N10100","N"
"4572",4573,"www.cemevi-kassel.de",NA,"N10100","N"
"4573",4574,"www.cfb-karchow.de",NA,"N10100","N"
"4574",4575,"www.cfbsoest.de",NA,"N01200","N"
"4575",4576,"www.cftrh.de",NA,"N05200","N"
"4576",4577,"www.cfwp.de",NA,"N01200","N"
"4577",4578,"www.cg-koeln-ost.de",NA,"N10100","N"
"4578",4579,"www.cg-luedenscheid.de",NA,"N10100","N"
"4579",4580,"www.cgmuelheim.de",NA,"N10100","N"
"4580",4581,"www.cgvelbert.de",NA,"N08100","N"
